createdAt,surveyUrl,modifiedAt,name,id,folderId
2023-01-15T13:27:57.984Z,https://api-auth0.akvo.org/flow/orgs/maep/surveys/806432680,2023-01-18T10:17:27.548Z,TRAINING SURVEY,806432680,813484512
